Latitude,Longitude,Unnamed: 2,FECHA_FOSA,TIPO_FOSA,FECHA_INTERVENCION,TIPO_INTERVENCION,ComAutonom,NUMERO_REGISTRO,ENTIDAD_INFORMANTE,Municipio,ESTADO_ACTUAL,NUMERO_PERSONAS_EXHUMADAS,NUMERO_PERSONAS_FOSA,ENTIDAD_PROMOTORA,OBSERVACIONES,NUMERO_PERSONAS_IDENTIFICADAS,Provincia,name,URL
40.9049836,-3.8795305,,,,,,Comunidad de Madrid,1229/2009 MADR,Patrimonio Nacional,Rascafría,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:30/12/1960,1.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1229/2009_MADR
40.3519065,-3.5357334,,,,,,Comunidad de Madrid,1210/2009 MADR,Patrimonio Nacional,Rivas-Vaciamadrid,TRASLADADA AL VALLE DE LOS CAÍDOS,232.0,232.0,,Trasladada al Valle de los Caídos con la fecha/s:13/01/1960,96.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1210/2009_MADR
41.10675,-3.59345079999999,,,,,,Comunidad de Madrid,1080/2009 MADR,Patrimonio Nacional,Robregordo,TRASLADADA AL VALLE DE LOS CAÍDOS,7.0,7.0,,"Trasladada al Valle de los Caídos con la fecha/s:27/03/1959,12/09/1960",7.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1080/2009_MADR
40.2103049,-3.5787384,,,,,,Comunidad de Madrid,1241/2009 MADR,Patrimonio Nacional,San Martín de la Vega,TRASLADADA AL VALLE DE LOS CAÍDOS,2.0,2.0,,Trasladada al Valle de los Caídos con la fecha/s:04/07/1962,0.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1241/2009_MADR
40.3473337,-4.0274014,,,,,,Comunidad de Madrid,1058/2009 MADR,Patrimonio Nacional,Sevilla la Nueva,TRASLADADA AL VALLE DE LOS CAÍDOS,58.0,58.0,,"Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,08/02/1961",41.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1058/2009_MADR
40.1616852999999,-3.3678641,,,,,,Comunidad de Madrid,1085/2009 MADR,Patrimonio Nacional,Valdelaguna,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:27/03/1959,1.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1085/2009_MADR
40.5113229,-4.2939105,,,,,,Comunidad de Madrid,1072/2009 MADR,Patrimonio Nacional,Valdemaqueda,TRASLADADA AL VALLE DE LOS CAÍDOS,3.0,3.0,,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,3.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1072/2009_MADR
40.4991922,-4.06525589999999,,,,,,Comunidad de Madrid,1222/2009 MADR,Patrimonio Nacional,Valdemorillo,TRASLADADA AL VALLE DE LOS CAÍDOS,8.0,8.0,,Trasladada al Valle de los Caídos con la fecha/s:25/08/1960,8.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1222/2009_MADR
40.4991922,-4.06525589999999,,,,,,Comunidad de Madrid,1075/2009 MADR,Patrimonio Nacional,Valdemorillo,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,1.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1075/2009_MADR
40.1912403,-3.6740182,,,,,,Comunidad de Madrid,1081/2009 MADR,Patrimonio Nacional,Valdemoro,TRASLADADA AL VALLE DE LOS CAÍDOS,120.0,120.0,,"Trasladada al Valle de los Caídos con la fecha/s:27/03/1959,25/02/1961",90.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1081/2009_MADR
40.4481075,-3.9975566,,,,,,Comunidad de Madrid,1220/2009 MADR,Patrimonio Nacional,Villanueva de la Cañada,TRASLADADA AL VALLE DE LOS CAÍDOS,56.0,56.0,,Trasladada al Valle de los Caídos con la fecha/s:09/07/1960,56.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1220/2009_MADR
40.3626807,-3.9139109,,,,,,Comunidad de Madrid,1296/2009 MADR,Patrimonio Nacional,Villaviciosa de Odón,TRASLADADA AL VALLE DE LOS CAÍDOS,227.0,227.0,,"Trasladada al Valle de los Caídos con la fecha/s:21/08/1968,30/06/1969,14/06/1973",216.0,Madrid,NO CONSTA,https://15mpedia.org/wiki/Fosa_1296/2009_MADR
42.6194665,-2.0074256,,,,,,Comunidad Foral de Navarra,868/2009 NAVA,Patrimonio Nacional,Aberin,TRASLADADA AL VALLE DE LOS CAÍDOS,5.0,8.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,0.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_868/2009_NAVA
42.6570846,-2.0386075,,,,,,Comunidad Foral de Navarra,866/2009 NAVA,Patrimonio Nacional,Ayegui,TRASLADADA AL VALLE DE LOS CAÍDOS,15.0,15.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,0.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_866/2009_NAVA
42.0322154,-1.5244937,,,,,,Comunidad Foral de Navarra,1033/2009 NAVA,Patrimonio Nacional,Cabanillas,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,0.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_1033/2009_NAVA
42.2176452,-1.6918635,,,,,,Comunidad Foral de Navarra,865/2009 NAVA,Patrimonio Nacional,Cadreita,TRASLADADA AL VALLE DE LOS CAÍDOS,60.0,60.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,0.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_865/2009_NAVA
42.2176452,-1.6918635,,,,,,Comunidad Foral de Navarra,869/2009 NAVA,Patrimonio Nacional,Cadreita,TRASLADADA AL VALLE DE LOS CAÍDOS,8.0,5.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,0.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_869/2009_NAVA
42.2412062,-1.7648352,,,,,,Comunidad Foral de Navarra,867/2009 NAVA,Patrimonio Nacional,Milagro,TRASLADADA AL VALLE DE LOS CAÍDOS,27.0,27.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,0.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_867/2009_NAVA
42.6562541,-2.1542333,,,,,,Comunidad Foral de Navarra,1013/2009 NAVA,Patrimonio Nacional,Murieta,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:25/03/1959,1.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_1013/2009_NAVA
42.3931891999999,-1.4591782,,,,,,Comunidad Foral de Navarra,870/2009 NAVA,Patrimonio Nacional,Murillo el Fruto,TRASLADADA AL VALLE DE LOS CAÍDOS,22.0,22.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,0.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_870/2009_NAVA
42.812526,-1.6457745,,,,,,Comunidad Foral de Navarra,862/2009 NAVA,Patrimonio Nacional,Pamplona/Iruña,TRASLADADA AL VALLE DE LOS CAÍDOS,5.0,5.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,5.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_862/2009_NAVA
41.9964598,-1.5136009,,,,,,Comunidad Foral de Navarra,864/2009 NAVA,Patrimonio Nacional,Ribaforada,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,1.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_864/2009_NAVA
42.0613816,-1.6063169,,,,,,Comunidad Foral de Navarra,863/2009 NAVA,Patrimonio Nacional,Tudela,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,1.0,Navarra,NO CONSTA,https://15mpedia.org/wiki/Fosa_863/2009_NAVA
38.6987066,-0.4810937,,,,,,Comunitat Valenciana,833/2009 ALIC,Patrimonio Nacional,Alcoy/Alcoi,TRASLADADA AL VALLE DE LOS CAÍDOS,4.0,4.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,4.0,Alicante/Alacant,NO CONSTA,
38.3459963,-0.4906855,,,,,,Comunitat Valenciana,832/2009 ALIC,Patrimonio Nacional,Alicante/Alacant,TRASLADADA AL VALLE DE LOS CAÍDOS,5.0,5.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,5.0,Alicante/Alacant,NO CONSTA,
38.0772082,-0.838783699999999,,,,,,Comunitat Valenciana,834/2009 ALIC,Patrimonio Nacional,Benejúzar,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,1.0,Alicante/Alacant,NO CONSTA,
38.0638947,-0.8939596,,,,,,Comunitat Valenciana,1285/2009 ALIC,Patrimonio Nacional,Bigastro,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:15/05/1965,1.0,Alicante/Alacant,NO CONSTA,
38.0851461,-0.6512823,,,,,,Comunitat Valenciana,835/2009 ALIC,Patrimonio Nacional,Guardamar del Segura,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,1.0,Alicante/Alacant,NO CONSTA,
38.3083971,-0.8525868,,,,,,Comunitat Valenciana,836/2009 ALIC,Patrimonio Nacional,Hondón de las Nieves,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,1.0,Alicante/Alacant,NO CONSTA,
38.6212635,-0.5776167,,,,,,Comunitat Valenciana,837/2009 ALIC,Patrimonio Nacional,Ibi,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,1.0,Alicante/Alacant,NO CONSTA,
38.5410412,-0.506292,,,,,,Comunitat Valenciana,838/2009 ALIC,Patrimonio Nacional,Jijona/Xixona,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,1.0,Alicante/Alacant,NO CONSTA,
38.0855527999999,-0.948005099999999,,,,,,Comunitat Valenciana,839/2009 ALIC,Patrimonio Nacional,Orihuela,TRASLADADA AL VALLE DE LOS CAÍDOS,2.0,2.0,,Trasladada al Valle de los Caídos con la fecha/s:23/03/1959,2.0,Alicante/Alacant,NO CONSTA,
40.2448732,0.2704202,,,,,,Comunitat Valenciana,930/2009 CAST,Patrimonio Nacional,Alcalà de Xivert,TRASLADADA AL VALLE DE LOS CAÍDOS,34.0,34.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,34.0,Castellón/Castelló,NO CONSTA,
40.0583892,-0.1836144,,,,,,Comunitat Valenciana,917/2009 CAST,Patrimonio Nacional,"Alcora, l",TRASLADADA AL VALLE DE LOS CAÍDOS,166.0,166.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,158.0,Castellón/Castelló,NO CONSTA,
39.9506502,-0.0592309,,,,,,Comunitat Valenciana,923/2009 CAST,Patrimonio Nacional,Almazora/Almassora,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Castellón/Castelló,NO CONSTA,
39.9506502,-0.0592309,,,,,,Comunitat Valenciana,924/2009 CAST,Patrimonio Nacional,Almazora/Almassora,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Castellón/Castelló,NO CONSTA,
40.4235666,0.4279869,,,,,,Comunitat Valenciana,919/2009 CAST,Patrimonio Nacional,Benicarló,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Castellón/Castelló,NO CONSTA,
40.0528924,0.0599738,,,,,,Comunitat Valenciana,918/2009 CAST,Patrimonio Nacional,Benicasim/Benicàssim,TRASLADADA AL VALLE DE LOS CAÍDOS,6.0,6.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,6.0,Castellón/Castelló,NO CONSTA,
40.0203028,0.0313584,,,,,,Comunitat Valenciana,934/2009 CAST,Patrimonio Nacional,Betxí,TRASLADADA AL VALLE DE LOS CAÍDOS,76.0,76.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,0.0,Castellón/Castelló,NO CONSTA,
39.8964058,-0.113123,,,,,,Comunitat Valenciana,932/2009 CAST,Patrimonio Nacional,Burriana,TRASLADADA AL VALLE DE LOS CAÍDOS,120.0,120.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,0.0,Castellón/Castelló,NO CONSTA,
39.9968677,0.0008539,,,,,,Comunitat Valenciana,844/2009 CAST,Patrimonio Nacional,Castellón de la Plana/Castelló de la Plana,TRASLADADA AL VALLE DE LOS CAÍDOS,10.0,10.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,0.0,Castellón/Castelló,NO CONSTA,
39.9968677,0.0008539,,,,,,Comunitat Valenciana,915/2009 CAST,Patrimonio Nacional,Castellón de la Plana/Castelló de la Plana,TRASLADADA AL VALLE DE LOS CAÍDOS,752.0,752.0,,"Trasladada al Valle de los Caídos con la fecha/s:20/03/1959,24/03/1959,27/04/1960",521.0,Castellón/Castelló,NO CONSTA,
40.458535,0.3522712,,,,,,Comunitat Valenciana,926/2009 CAST,Patrimonio Nacional,Cervera del Maestre,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Castellón/Castelló,NO CONSTA,
39.9639963,-0.0907999999999999,,,,,,Comunitat Valenciana,929/2009 CAST,Patrimonio Nacional,Cinctorres,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,14.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,0.0,Castellón/Castelló,NO CONSTA,
39.9116987,-0.566897299999999,,,,,,Comunitat Valenciana,921/2009 CAST,Patrimonio Nacional,Jérica,TRASLADADA AL VALLE DE LOS CAÍDOS,6.0,6.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,6.0,Castellón/Castelló,NO CONSTA,
40.6169058,-0.1005253,,,,,,Comunitat Valenciana,922/2009 CAST,Patrimonio Nacional,Morella,TRASLADADA AL VALLE DE LOS CAÍDOS,76.0,76.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,7.0,Castellón/Castelló,NO CONSTA,
39.9639548,-0.2608459,,,,,,Comunitat Valenciana,927/2009 CAST,Patrimonio Nacional,Onda,TRASLADADA AL VALLE DE LOS CAÍDOS,4.0,4.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Castellón/Castelló,NO CONSTA,
39.9488467,-0.3078863,,,,,,Comunitat Valenciana,933/2009 CAST,Patrimonio Nacional,Sueras/Suera,TRASLADADA AL VALLE DE LOS CAÍDOS,134.0,134.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,99.0,Castellón/Castelló,NO CONSTA,
39.967235,-0.0538050999999999,,,,,,Comunitat Valenciana,925/2009 CAST,Patrimonio Nacional,"Toro, El",TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Castellón/Castelló,NO CONSTA,
40.0017505,-0.0559939,,,,,,Comunitat Valenciana,931/2009 CAST,Patrimonio Nacional,"Torre d´En Besora, la",TRASLADADA AL VALLE DE LOS CAÍDOS,27.0,27.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,0.0,Castellón/Castelló,NO CONSTA,
39.9766347,-0.0572855,,,,,,Comunitat Valenciana,916/2009 CAST,Patrimonio Nacional,Villarreal/Vila-real,TRASLADADA AL VALLE DE LOS CAÍDOS,295.0,295.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,254.0,Castellón/Castelló,NO CONSTA,
40.4640175,0.4650671,,,,,,Comunitat Valenciana,920/2009 CAST,Patrimonio Nacional,Vinaròs,TRASLADADA AL VALLE DE LOS CAÍDOS,2.0,2.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,2.0,Castellón/Castelló,NO CONSTA,
38.8229998,-0.5494064,,,,,,Comunitat Valenciana,898/2009 VALE,Patrimonio Nacional,Agullent,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
38.8396571,-0.5201976,,,,,,Comunitat Valenciana,892/2009 VALE,Patrimonio Nacional,Albaida,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
39.4169604,-0.4000294,,,,,,Comunitat Valenciana,894/2009 VALE,Patrimonio Nacional,Alfafar,TRASLADADA AL VALLE DE LOS CAÍDOS,2.0,2.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,0.0,Valencia/València,NO CONSTA,
39.1925693,-0.4337304,,,,,,Comunitat Valenciana,905/2009 VALE,Patrimonio Nacional,Algemesí,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
39.2927653,-0.413208,,,,,,Comunitat Valenciana,1290/2009 VALE,Patrimonio Nacional,Almussafes,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:23/05/1967,1.0,Valencia/València,NO CONSTA,
39.5909456,-0.5896357,,,,,,Comunitat Valenciana,914/2009 VALE,Patrimonio Nacional,Benaguasil,TRASLADADA AL VALLE DE LOS CAÍDOS,11.0,11.0,,"Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,23/05/1967",11.0,Valencia/València,NO CONSTA,
39.1201751,-0.4543496,,,,,,Comunitat Valenciana,1251/2009 VALE,Patrimonio Nacional,Carcaixent,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:07/10/1962,1.0,Valencia/València,NO CONSTA,
39.2272919,-0.522237899999999,,,,,,Comunitat Valenciana,891/2009 VALE,Patrimonio Nacional,Carlet,TRASLADADA AL VALLE DE LOS CAÍDOS,3.0,3.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,3.0,Valencia/València,NO CONSTA,
39.7494134,-0.995213199999999,,,,,,Comunitat Valenciana,907/2009 VALE,Patrimonio Nacional,Chelva,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
39.1631959,-0.2537897,,,,,,Comunitat Valenciana,906/2009 VALE,Patrimonio Nacional,Cullera,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
39.2886921,-0.8002439,,,,,,Comunitat Valenciana,913/2009 VALE,Patrimonio Nacional,Dos Aguas,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
39.4571293,-0.372716,,,,,,Comunitat Valenciana,987/2009 VALE,,"Font de la Figuera, la",TRASLADADA AL VALLE DE LOS CAÍDOS,,,,,,Valencia/València,NO CONSTA,
39.4571293,-0.372716,,,,,,Comunitat Valenciana,888/2009 VALE,Patrimonio Nacional,"Font de la Figuera, la",TRASLADADA AL VALLE DE LOS CAÍDOS,14.0,14.0,,"Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,23/05/1967",14.0,Valencia/València,NO CONSTA,
38.7828259,-0.7852154,,,,,,Comunitat Valenciana,1292/2009 VALE,Patrimonio Nacional,Fontanars dels Alforins,TRASLADADA AL VALLE DE LOS CAÍDOS,2.0,2.0,,Trasladada al Valle de los Caídos con la fecha/s:23/05/1967,1.0,Valencia/València,NO CONSTA,
38.968032,-0.1844671,,,,,,Comunitat Valenciana,904/2009 VALE,Patrimonio Nacional,Gandia,TRASLADADA AL VALLE DE LOS CAÍDOS,2.0,2.0,,"Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,23/05/1967",2.0,Valencia/València,NO CONSTA,
39.3821489,-0.7871602,,,,,,Comunitat Valenciana,912/2009 VALE,Patrimonio Nacional,Macastre,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
38.8220593,-0.6063927,,,,,,Comunitat Valenciana,897/2009 VALE,Patrimonio Nacional,Ontinyent,TRASLADADA AL VALLE DE LOS CAÍDOS,4.0,4.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,4.0,Valencia/València,NO CONSTA,
39.5037093,-0.4431618,,,,,,Comunitat Valenciana,899/2009 VALE,Patrimonio Nacional,Paterna,TRASLADADA AL VALLE DE LOS CAÍDOS,65.0,65.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,65.0,Valencia/València,NO CONSTA,
39.3637987,-0.4620313,,,,,,Comunitat Valenciana,902/2009 VALE,Patrimonio Nacional,Picassent,TRASLADADA AL VALLE DE LOS CAÍDOS,2.0,2.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,2.0,Valencia/València,NO CONSTA,
39.4835412,-0.3599117,,,,,,Comunitat Valenciana,889/2009 VALE,Patrimonio Nacional,"Pobla Llarga, la",TRASLADADA AL VALLE DE LOS CAÍDOS,2.0,2.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,2.0,Valencia/València,NO CONSTA,
39.5907504,-0.3031029,,,,,,Comunitat Valenciana,909/2009 VALE,Patrimonio Nacional,Puig,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
39.1178831,-0.7393214,,,,,,Comunitat Valenciana,896/2009 VALE,Patrimonio Nacional,Quesa,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
39.004684,-0.5653104,,,,,,Comunitat Valenciana,893/2009 VALE,Patrimonio Nacional,Rotglá y Corberá,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
39.3625923,-0.4120147,,,,,,Comunitat Valenciana,903/2009 VALE,Patrimonio Nacional,Silla,TRASLADADA AL VALLE DE LOS CAÍDOS,14.0,14.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,9.0,Valencia/València,NO CONSTA,
39.2033565,-0.3113278,,,,,,Comunitat Valenciana,908/2009 VALE,Patrimonio Nacional,Sueca,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
39.0733815,-0.2643516,,,,,,Comunitat Valenciana,910/2009 VALE,Patrimonio Nacional,Tavernes de la Valldigna,TRASLADADA AL VALLE DE LOS CAÍDOS,2.0,2.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,2.0,Valencia/València,NO CONSTA,
39.0764636,-0.5127877,,,,,,Comunitat Valenciana,895/2009 VALE,Patrimonio Nacional,Villanueva de Castellón,TRASLADADA AL VALLE DE LOS CAÍDOS,13.0,13.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Valencia/València,NO CONSTA,
38.9899566,-0.5235474,,,,,,Comunitat Valenciana,890/2009 VALE,Patrimonio Nacional,Xàtiva,TRASLADADA AL VALLE DE LOS CAÍDOS,3.0,3.0,,"Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,10/12/1962",3.0,Valencia/València,NO CONSTA,
38.2612619999999,-5.6747209,,,,,,Extremadura,959/2009 BADA,Patrimonio Nacional,Azuaga,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Badajoz,NO CONSTA,https://15mpedia.org/wiki/Fosa_959/2009_BADA
38.8794495,-6.9706535,,,,,,Extremadura,965/2009 BADA,Patrimonio Nacional,Badajoz,TRASLADADA AL VALLE DE LOS CAÍDOS,3.0,3.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,3.0,Badajoz,NO CONSTA,https://15mpedia.org/wiki/Fosa_965/2009_BADA
38.8794495,-6.9706535,,,,,,Extremadura,969/2009 BADA,Patrimonio Nacional,Badajoz,TRASLADADA AL VALLE DE LOS CAÍDOS,44.0,60.0,,"""Restos de la fosa conocida como """"Fosa de los Legionarios"""". Trasladada al Valle de los Caídos con la fecha/s:24/03/1959""",0.0,Badajoz,NO CONSTA,https://15mpedia.org/wiki/Fosa_969/2009_BADA
38.5016509,-5.8287907,,,,,,Extremadura,956/2009 BADA,Patrimonio Nacional,Campillo de Llerena,TRASLADADA AL VALLE DE LOS CAÍDOS,4.0,4.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,4.0,Badajoz,NO CONSTA,https://15mpedia.org/wiki/Fosa_956/2009_BADA
39.1686078,-5.0507612,,,,,,Extremadura,966/2009 BADA,Patrimonio Nacional,Herrera del Duque,TRASLADADA AL VALLE DE LOS CAÍDOS,10.0,10.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,10.0,Badajoz,NO CONSTA,https://15mpedia.org/wiki/Fosa_966/2009_BADA
38.0890499,-6.2727185,,,,,,Extremadura,963/2009 BADA,Patrimonio Nacional,Monesterio,TRASLADADA AL VALLE DE LOS CAÍDOS,1.0,1.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,1.0,Badajoz,NO CONSTA,https://15mpedia.org/wiki/Fosa_963/2009_BADA
38.588169,-5.44502219999999,,,,,,Extremadura,962/2009 BADA,Patrimonio Nacional,Monterrubio de la Serena,TRASLADADA AL VALLE DE LOS CAÍDOS,4.0,4.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,4.0,Badajoz,NO CONSTA,https://15mpedia.org/wiki/Fosa_962/2009_BADA
38.5862902,-6.7487302,,,,,,Extremadura,964/2009 BADA,Patrimonio Nacional,Nogales,TRASLADADA AL VALLE DE LOS CAÍDOS,3.0,3.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,0.0,Badajoz,NO CONSTA,https://15mpedia.org/wiki/Fosa_964/2009_BADA
38.8199461,-5.1132431,,,,,,Extremadura,961/2009 BADA,Patrimonio Nacional,Peñalsordo,TRASLADADA AL VALLE DE LOS CAÍDOS,2.0,2.0,,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,2.0,Badajoz,NO CONSTA,https://15mpedia.org/wiki/Fosa_961/2009_BADA
